timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1709043633572,197,GET Single User,200,OK,Workload Config 1-69,text,true,,1182,96,11,11,https://reqres.in/api/users/2,197,0,78
1709043633671,124,GET Single User,200,OK,Workload Config 1-71,text,true,,1182,96,12,12,https://reqres.in/api/users/2,124,0,62
1709043633355,442,POST Register,201,Created,Workload Config 1-61,text,true,,893,204,12,12,https://reqres.in/api/users,442,0,0
1709043633409,430,POST Register,201,Created,Workload Config 1-63,text,true,,893,204,12,12,https://reqres.in/api/users,430,0,0
1709043633721,156,GET Single User,200,OK,Workload Config 1-72,text,true,,1182,96,12,12,https://reqres.in/api/users/2,156,0,70
1709043633429,452,POST Register,201,Created,Workload Config 1-64,text,true,,892,204,12,12,https://reqres.in/api/users,452,0,0
1709043633770,150,GET Single User,200,OK,Workload Config 1-73,text,true,,1182,96,12,12,https://reqres.in/api/users/2,150,0,74
1709043633519,434,POST Register,201,Created,Workload Config 1-65,text,true,,893,204,12,12,https://reqres.in/api/users,434,0,0
1709043633535,435,POST Register,201,Created,Workload Config 1-66,text,true,,892,204,12,12,https://reqres.in/api/users,435,0,0
1709043633868,102,GET Single User,200,OK,Workload Config 1-75,text,true,,1182,96,12,12,https://reqres.in/api/users/2,102,0,57
1709043633821,157,GET Single User,200,OK,Workload Config 1-74,text,true,,1182,96,11,11,https://reqres.in/api/users/2,157,0,71
1709043633916,94,GET Single User,200,OK,Workload Config 1-76,text,true,,1182,96,11,11,https://reqres.in/api/users/2,94,0,52
1709043633634,453,POST Register,201,Created,Workload Config 1-67,text,true,,893,204,13,13,https://reqres.in/api/users,453,0,0
1709043633678,437,POST Register,201,Created,Workload Config 1-68,text,true,,893,204,12,12,https://reqres.in/api/users,437,0,0
1709043633966,152,GET Single User,200,OK,Workload Config 1-77,text,true,,1182,96,12,12,https://reqres.in/api/users/2,152,0,76
1709043634016,120,GET Single User,200,OK,Workload Config 1-78,text,true,,1182,96,12,12,https://reqres.in/api/users/2,120,0,76
1709043633760,428,POST Register,201,Created,Workload Config 1-70,text,true,,893,204,13,13,https://reqres.in/api/users,428,0,0
1709043633770,442,POST Register,201,Created,Workload Config 1-69,text,true,,893,204,12,12,https://reqres.in/api/users,442,0,0
1709043633795,434,POST Register,201,Created,Workload Config 1-71,text,true,,893,204,12,12,https://reqres.in/api/users,434,0,0
1709043634065,219,GET Single User,200,OK,Workload Config 1-79,text,true,,1182,96,12,12,https://reqres.in/api/users/2,219,0,79
1709043634116,192,GET Single User,200,OK,Workload Config 1-80,text,true,,1182,96,12,12,https://reqres.in/api/users/2,192,0,81
1709043634165,152,GET Single User,200,OK,Workload Config 1-81,text,true,,1182,96,13,13,https://reqres.in/api/users/2,152,0,67
1709043633877,441,POST Register,201,Created,Workload Config 1-72,text,true,,893,204,13,13,https://reqres.in/api/users,441,0,0
1709043633920,422,POST Register,201,Created,Workload Config 1-73,text,true,,893,204,12,12,https://reqres.in/api/users,422,0,0
1709043634214,133,GET Single User,200,OK,Workload Config 1-82,text,true,,1182,96,11,11,https://reqres.in/api/users/2,133,0,73
1709043633971,409,POST Register,201,Created,Workload Config 1-75,text,true,,893,204,12,12,https://reqres.in/api/users,409,0,0
1709043634265,146,GET Single User,200,OK,Workload Config 1-83,text,true,,1182,96,11,11,https://reqres.in/api/users/2,146,0,62
1709043633979,438,POST Register,201,Created,Workload Config 1-74,text,true,,893,204,12,12,https://reqres.in/api/users,438,0,0
1709043634010,433,POST Register,201,Created,Workload Config 1-76,text,true,,893,204,11,11,https://reqres.in/api/users,433,0,0
1709043634314,136,GET Single User,200,OK,Workload Config 1-84,text,true,,1182,96,10,10,https://reqres.in/api/users/2,136,0,61
1709043634365,144,GET Single User,200,OK,Workload Config 1-85,text,true,,1182,96,11,11,https://reqres.in/api/users/2,144,0,65
1709043634415,128,GET Single User,200,OK,Workload Config 1-86,text,true,,1182,96,12,12,https://reqres.in/api/users/2,128,0,88
1709043634137,407,POST Register,201,Created,Workload Config 1-78,text,true,,897,204,12,12,https://reqres.in/api/users,407,0,0
1709043634119,437,POST Register,201,Created,Workload Config 1-77,text,true,,897,204,11,11,https://reqres.in/api/users,437,0,0
1709043634465,167,GET Single User,200,OK,Workload Config 1-87,text,true,,1182,96,12,12,https://reqres.in/api/users/2,167,0,84
1709043634514,153,GET Single User,200,OK,Workload Config 1-88,text,true,,1182,96,13,13,https://reqres.in/api/users/2,153,0,73
1709043634564,138,GET Single User,200,OK,Workload Config 1-89,text,true,,1182,96,13,13,https://reqres.in/api/users/2,138,0,63
1709043634285,424,POST Register,201,Created,Workload Config 1-79,text,true,,897,204,13,13,https://reqres.in/api/users,424,0,0
1709043634309,427,POST Register,201,Created,Workload Config 1-80,text,true,,897,204,13,13,https://reqres.in/api/users,427,0,0
1709043634317,427,POST Register,201,Created,Workload Config 1-81,text,true,,897,204,12,12,https://reqres.in/api/users,427,0,0
1709043634348,410,POST Register,201,Created,Workload Config 1-82,text,true,,897,204,11,11,https://reqres.in/api/users,410,0,0
1709043634614,156,GET Single User,200,OK,Workload Config 1-90,text,true,,1182,96,11,11,https://reqres.in/api/users/2,156,0,70
1709043634664,160,GET Single User,200,OK,Workload Config 1-91,text,true,,1182,96,12,12,https://reqres.in/api/users/2,160,0,65
1709043634412,414,POST Register,201,Created,Workload Config 1-83,text,true,,897,204,12,12,https://reqres.in/api/users,414,0,0
1709043634714,141,GET Single User,200,OK,Workload Config 1-92,text,true,,1182,96,11,11,https://reqres.in/api/users/2,141,0,69
1709043634450,428,POST Register,201,Created,Workload Config 1-84,text,true,,897,204,12,12,https://reqres.in/api/users,428,0,0
1709043634764,165,GET Single User,200,OK,Workload Config 1-93,text,true,,1182,96,12,12,https://reqres.in/api/users/2,165,0,84
1709043634812,121,GET Single User,200,OK,Workload Config 1-94,text,true,,1182,96,12,12,https://reqres.in/api/users/2,121,0,75
1709043634510,430,POST Register,201,Created,Workload Config 1-85,text,true,,897,204,12,12,https://reqres.in/api/users,430,0,0
1709043634544,420,POST Register,201,Created,Workload Config 1-86,text,true,,897,204,12,12,https://reqres.in/api/users,420,0,0
1709043634863,171,GET Single User,200,OK,Workload Config 1-95,text,true,,1182,96,12,12,https://reqres.in/api/users/2,171,0,94
1709043634633,415,POST Register,201,Created,Workload Config 1-87,text,true,,897,204,12,12,https://reqres.in/api/users,415,0,0
1709043634914,152,GET Single User,200,OK,Workload Config 1-96,text,true,,1182,96,12,12,https://reqres.in/api/users/2,152,0,70
1709043634965,139,GET Single User,200,OK,Workload Config 1-97,text,true,,1182,96,12,12,https://reqres.in/api/users/2,139,0,67
1709043634668,440,POST Register,201,Created,Workload Config 1-88,text,true,,897,204,12,12,https://reqres.in/api/users,440,0,0
1709043634703,416,POST Register,201,Created,Workload Config 1-89,text,true,,897,204,12,12,https://reqres.in/api/users,416,0,0
1709043635016,154,GET Single User,200,OK,Workload Config 1-98,text,true,,1182,96,12,12,https://reqres.in/api/users/2,154,0,70
1709043634770,421,POST Register,201,Created,Workload Config 1-90,text,true,,897,204,12,12,https://reqres.in/api/users,421,0,0
1709043635065,141,GET Single User,200,OK,Workload Config 1-99,text,true,,1182,96,11,11,https://reqres.in/api/users/2,141,0,67
1709043634825,414,POST Register,201,Created,Workload Config 1-91,text,true,,897,204,12,12,https://reqres.in/api/users,414,0,0
1709043635116,174,GET Single User,200,OK,Workload Config 1-100,text,true,,1182,96,12,12,https://reqres.in/api/users/2,174,0,84
1709043634856,448,POST Register,201,Created,Workload Config 1-92,text,true,,897,204,12,12,https://reqres.in/api/users,448,0,0
1709043635167,148,GET Single User,200,OK,Workload Config 1-101,text,true,,1182,96,11,11,https://reqres.in/api/users/2,148,0,61
1709043634929,432,POST Register,201,Created,Workload Config 1-93,text,true,,897,204,12,12,https://reqres.in/api/users,432,0,0
1709043635216,162,GET Single User,200,OK,Workload Config 1-102,text,true,,1182,96,12,12,https://reqres.in/api/users/2,162,0,68
1709043634934,454,POST Register,201,Created,Workload Config 1-94,text,true,,896,204,12,12,https://reqres.in/api/users,454,0,0
1709043635265,170,GET Single User,200,OK,Workload Config 1-103,text,true,,1182,96,12,12,https://reqres.in/api/users/2,170,0,69
1709043635034,420,POST Register,201,Created,Workload Config 1-95,text,true,,897,204,12,12,https://reqres.in/api/users,420,0,0
1709043635316,152,GET Single User,200,OK,Workload Config 1-104,text,true,,1182,96,12,12,https://reqres.in/api/users/2,152,0,72
1709043635067,432,POST Register,201,Created,Workload Config 1-96,text,true,,897,204,12,12,https://reqres.in/api/users,432,0,0
1709043635364,144,GET Single User,200,OK,Workload Config 1-105,text,true,,1182,96,11,11,https://reqres.in/api/users/2,144,0,69
1709043635105,422,POST Register,201,Created,Workload Config 1-97,text,true,,897,204,12,12,https://reqres.in/api/users,422,0,0
1709043635414,144,GET Single User,200,OK,Workload Config 1-106,text,true,,1182,96,11,11,https://reqres.in/api/users/2,144,0,69
1709043635170,447,POST Register,201,Created,Workload Config 1-98,text,true,,897,204,13,13,https://reqres.in/api/users,447,0,0
1709043635465,162,GET Single User,200,OK,Workload Config 1-107,text,true,,1182,96,12,12,https://reqres.in/api/users/2,162,0,70
1709043635207,438,POST Register,201,Created,Workload Config 1-99,text,true,,897,204,12,12,https://reqres.in/api/users,438,0,0
1709043635514,158,GET Single User,200,OK,Workload Config 1-108,text,true,,1182,96,12,12,https://reqres.in/api/users/2,158,0,78
1709043635291,433,POST Register,201,Created,Workload Config 1-100,text,true,,897,204,13,13,https://reqres.in/api/users,433,0,0
1709043635315,418,POST Register,201,Created,Workload Config 1-101,text,true,,897,204,12,12,https://reqres.in/api/users,418,0,0
1709043635564,169,GET Single User,200,OK,Workload Config 1-109,text,true,,1182,96,12,12,https://reqres.in/api/users/2,169,0,90
1709043635615,136,GET Single User,200,OK,Workload Config 1-110,text,true,,1182,96,11,11,https://reqres.in/api/users/2,136,0,59
1709043635379,415,POST Register,201,Created,Workload Config 1-102,text,true,,897,204,12,12,https://reqres.in/api/users,415,0,0
